id;unidade_consumidora;status;mes;valor_cobrado;valor_economia;valor_fatura_concessionaria;porcentagem_economia
18594;23858401;PAGO;2023-06-01;2184.17;216.01;606.44;7.18
18867;41369167;PAGO;2023-06-01;677.63;75.29;2755.49;2.15
18870;42645737;PAGO;2023-06-01;459.01;50.99;2210.96;1.87
18864;47713439;PAGO;2023-06-01;218.61;24.3;717.5;2.53
18809;923410707;PAGO;2023-06-01;7531.42;744.87;1277.18;7.8
18826;925645094;PAGO;2023-06-01;156.2;17.34;289.15;3.75
19273;30343921;PAGO;2023-06-01;2692.66;266.3;0;9
19241;40829938;PAGO;2023-06-01;286.54;31.82;173.1;6.47
19489;21818330;PAGO;2023-06-01;59.26;2.65;137.28;1.33
19553;65423593;PAGO;2023-06-01;1150.97;113.83;456.72;6.61
19703;2152851;PAGO;2023-06-01;1562.65;275.77;0;15
19251;10933307;PAGO;2023-06-01;749.75;83.29;2269.76;2.68
18683;58054588;PAGO;2023-06-01;928.56;91.84;409.85;6.42
18882;44337827;PAGO;2023-06-01;218.6;24.29;1234.58;1.64
18862;30101294;PAGO;2023-06-01;260.55;28.94;672.96;3.01
19160;844489;PAGO;2023-06-01;2934.24;290.2;0;9
19035;52630886;PAGO;2023-06-01;658.75;73.19;149.33;8.31
18986;4002103086;PAGO;2023-06-01;313.76;55.37;168.65;10.3
19015;28821769;PAGO;2023-06-01;1346.96;210.22;255.24;11.6
19381;4002178520;PAGO;2023-06-01;742.29;130.98;0;15
18699;37145703;PAGO;2023-06-01;2751.99;272.18;979.33;6.8
18773;926483867;PAGO;2023-06-01;157.3;17.47;189.18;4.8
18987;4000948863;PAGO;2023-06-01;5963.5;930.72;1763.29;10.75
19044;581437;PAGO;2023-06-01;282.31;31.35;332.59;4.85
18993;8261563;PAGO;2023-06-01;7696.09;1201.12;97.96;13.35
18623;71668004;PAGO;2023-06-01;694.75;92.06;301.98;8.46
19485;28720033;PAGO;2023-06-01;2215.31;219.1;666.32;7.07
19067;41742445;PAGO;2023-06-01;1106.3;109.41;379.84;6.86
20489;41962109;PAGO;2023-06-01;1954.51;344.9;335.12;13.09
18711;79641075;PAGO;2023-06-01;435.35;48.36;223.5;6.84
18802;993298032;PAGO;2023-06-01;731.6;81.3;1661.16;3.29
19071;52693438;PAGO;2023-06-01;375.68;41.74;1050.62;2.84
18762;935138015;PAGO;2023-06-01;957.08;94.64;466.04;6.24
19219;30168550;PAGO;2023-06-01;1737.27;193.03;0;10
18576;90659619;PAGO;2023-06-01;1436.65;142.09;509.5;6.8
18845;948740500;PAGO;2023-06-01;1197.05;118.38;539.41;6.38
18616;95129820;PAGO;2023-06-01;1365.85;180.99;79.75;11.13
18844;935144609;PAGO;2023-06-01;1798.68;177.88;746.44;6.53
19250;12004311;PAGO;2023-06-01;195.26;21.7;618.38;2.6
19323;9997407;PAGO;2023-06-01;343.86;38.2;0;10
19191;926950444;PAGO;2023-06-01;539.61;59.95;1892.9;2.41
19585;9188441;PAGO;2023-06-01;1063.54;118.17;2734.71;3.02
19597;935139724;PAGO;2023-06-01;353.77;39.31;0;10
19613;3914232;PAGO;2023-06-01;21.52;0;0;0
19524;25847423;PAGO;2023-06-01;2788.31;275.79;1261.05;6.38
18669;36134740;PAGO;2023-06-01;625.57;69.52;3228.76;1.77
18887;41399953;PAGO;2023-06-01;503.53;55.95;336.01;6.25
18973;4000289659;PAGO;2023-06-01;4693.28;732.47;2537.49;9.2
18950;12723576;PAGO;2023-06-01;815.49;127.28;428.14;9.28
19247;20044551;PAGO;2023-06-01;325.8;36.2;32802.09;0.11
19462;20381824;PAGO;2023-06-01;3146.91;470.23;1292.05;9.58
19173;948019681;PAGO;2023-06-01;407.52;45.26;280.62;6.17
19540;48874347;PAGO;2023-06-01;3861.9;381.94;0;9
18846;925656091;PAGO;2023-06-01;1426.83;141.12;627.57;6.43
18670;70620040;PAGO;2023-06-01;793.76;88.19;5185.8;1.45
19122;27284809;PAGO;2023-06-01;865.97;96.23;2397.03;2.86
19223;4111010;PAGO;2023-06-01;1179.07;130.99;0;10
19346;49753535;PAGO;2023-06-01;1369.21;135.42;678.02;6.2
19440;102033366;PAGO;2023-06-01;2221.24;246.8;0;10
19529;25593375;VENCIDO;2023-06-01;1594.56;157.69;1532.88;4.8
19194;935163773;PAGO;2023-06-01;1381.56;136.62;595.82;6.46
19573;26128196;PAGO;2023-06-01;479.7;53.29;1588.34;2.51
20494;15871622;PAGO;2023-06-01;3188.45;562.67;916.87;12.05
20493;6556124;PAGO;2023-06-01;2612.57;461.03;503.64;12.89
18673;84708719;PAGO;2023-06-01;792.73;88.08;957.26;4.79
18774;935141084;PAGO;2023-06-01;1973.56;195.18;806.52;6.56
19266;46775902;PAGO;2023-06-01;341.18;37.91;0;10
19358;93675399;PAGO;2023-06-01;509.89;56.65;270.11;6.77
19167;924491680;PAGO;2023-06-01;1267.8;125.37;561.04;6.42
19626;37968890;PAGO;2023-06-01;540.95;60.11;265.79;6.93
25124;4387813;VENCIDO;2023-06-01;1064.97;118.33;0;10
18517;25534735;PAGO;2023-06-01;4900.11;544.45;1457.55;7.89
18701;72510676;PAGO;2023-06-01;8299.53;820.82;2650.11;6.97
18943;4001362397;PAGO;2023-06-01;2982.77;465.52;1857.8;8.77
18620;39518299;PAGO;2023-06-01;2994.84;396.81;2492.79;6.74
19280;25356004;PAGO;2023-06-01;1312.8;129.83;0;9
19289;187950;PAGO;2023-06-01;2537.25;281.92;709.28;7.99
19309;4001777704;PAGO;2023-06-01;1594.54;0;325.44;0
18852;41537620;PAGO;2023-06-01;229.77;25.53;804.14;2.41
19527;46774302;PAGO;2023-06-01;678.69;75.4;281.9;7.28
18488;1191110;PAGO;2023-06-01;551.25;61.25;233.4;7.24
18475;25623;PAGO;2023-06-01;170.33;18.93;496.79;2.76
18763;923204738;PAGO;2023-06-01;395.19;43.91;276.81;6.13
18830;935169465;PAGO;2023-06-01;411.41;45.73;251.65;6.45
19310;4001777849;PAGO;2023-06-01;990.15;0;273.42;0
19422;70693978;PAGO;2023-06-01;858.89;95.43;0;10
18799;935369511;PAGO;2023-06-01;2895.54;286.37;1058.66;6.75
19817;26942461;PAGO;2023-06-01;1472.68;163.62;0;10
19848;12270011;PAGO;2023-06-01;564.25;84.3;308.58;8.81
18486;29022801;PAGO;2023-06-01;1046.21;103.46;375.38;6.78
18660;106708341;PAGO;2023-06-01;690.7;76.74;511.88;6
18742;1842560;PAGO;2023-06-01;785.83;104.1;365.91;8.29
19144;79987;PAGO;2023-06-01;2734.25;303.8;742.31;8.04
19259;5491380;PAGO;2023-06-01;4107.93;406.26;0;9
19245;24693880;PAGO;2023-06-01;782.63;86.96;2351.88;2.7
19468;90394771;PAGO;2023-06-01;3174.66;474.39;1220.81;9.74
19327;52044880;PAGO;2023-06-01;531.69;59.08;0;10
19572;55651183;PAGO;2023-06-01;1139.06;112.63;1180.28;4.63
18984;8809305;PAGO;2023-06-01;7912.41;1234.89;1590.13;11.5
19862;52670686;PAGO;2023-06-01;360.49;40.04;355.44;5.3
19845;21771210;PAGO;2023-06-01;2900.3;384.29;1178.74;8.61
18484;133817;PAGO;2023-06-01;4699.4;464.76;1216.59;7.28
18897;18856018;PAGO;2023-06-01;1487.78;147.14;4825.14;2.28
18903;7259824;PAGO;2023-06-01;1149.78;113.71;6034.84;1.56
18832;926931089;PAGO;2023-06-01;445.57;49.51;707.87;4.12
18811;930045231;PAGO;2023-06-01;1287.03;127.29;1921.43;3.82
19238;43942620;PAGO;2023-06-01;195.26;21.7;299.8;4.2
19360;64771962;PAGO;2023-06-01;1296.15;128.19;0;9
19449;1064665;PAGO;2023-06-01;2506.15;278.48;0;10
19467;63517671;PAGO;2023-06-01;2444.19;365.22;915.59;9.8
19517;18101933;PAGO;2023-06-01;8169.73;1082.84;3882.75;8.24
19321;22919741;PAGO;2023-06-01;427.18;47.44;0;10
19396;4859103;PAGO;2023-06-01;3289.48;513.37;1023.88;10.64
19579;935062181;PAGO;2023-06-01;1613.22;179.24;683.17;7.24
20976;6681689;PAGO;2023-06-01;961.48;106.83;590.48;6.44
18588;45480737;PAGO;2023-06-01;5473.28;541.31;2790.25;6.15
19055;20603593;PAGO;2023-06-01;728.54;80.95;943.4;4.62
19084;7251459;PAGO;2023-06-01;1208.23;119.49;2212.71;3.38
19612;27362753;PAGO;2023-06-01;34.39;0;0;0
18681;99132435;PAGO;2023-06-01;1614.96;159.72;4433.37;2.57
18856;3138127;PAGO;2023-06-01;531.69;59.08;2318.92;2.03
19022;47721369;PAGO;2023-06-01;14596.23;297.88;24898.29;0.75
18941;9182896;PAGO;2023-06-01;1084.34;169.22;283.11;11.01
18585;84183977;PAGO;2023-06-01;999.6;98.86;1025.44;4.65
18806;927316942;PAGO;2023-06-01;436.07;48.43;297.33;6.19
19227;45995240;PAGO;2023-06-01;18278.7;184.64;8964.29;0.67
19354;37650971;PAGO;2023-06-01;424.54;47.18;240.46;6.62
18723;20431270;PAGO;2023-06-01;70.07;5.4;268.01;1.57
19598;926692335;PAGO;2023-06-01;1130.17;125.55;0;10
19195;51284771;PAGO;2023-06-01;7690.94;109.2;21038.14;0.38
18515;50716716;PAGO;2023-06-01;341.18;37.91;9714.68;0.38
18608;52238439;PAGO;2023-06-01;445.19;49.46;250.17;6.64
18989;34920706;PAGO;2023-06-01;682.82;106.57;214.43;10.62
19124;12090480;PAGO;2023-06-01;164.51;18.27;375.5;3.27
18841;924597650;PAGO;2023-06-01;914.06;90.39;452.89;6.2
19821;87545616;PAGO;2023-06-01;1979.79;219.98;0;10
18665;80019854;PAGO;2023-06-01;207.67;23.07;638.14;2.66
18874;5014620;PAGO;2023-06-01;396.39;44.03;1384.43;2.41
18869;46068483;PAGO;2023-06-01;459.01;50.99;1977.27;2.05
19158;24527450;PAGO;2023-06-01;12258.75;123.83;21038.14;0.37
19244;26357730;PAGO;2023-06-01;521.59;57.94;862.16;4.02
19445;82698406;PAGO;2023-06-01;1816.46;201.83;0;10
19165;924439598;PAGO;2023-06-01;1221.96;120.84;564.25;6.34
19552;61310433;PAGO;2023-06-01;1877.28;185.65;740.39;6.62
19583;927206770;VENCIDO;2023-06-01;307.31;34.15;124.14;7.33
19454;91235839;PAGO;2023-06-01;2830.44;314.49;0;10
19704;35046848;PAGO;2023-06-01;812.24;143.33;0;15
20790;42761581;PAGO;2023-06-01;1641.43;289.67;0;15
18755;45295816;PAGO;2023-06-01;404.56;44.96;438.36;5.06
18735;100177921;PAGO;2023-06-01;130.37;19.48;151.47;6.46
18672;85720100;PAGO;2023-06-01;194.85;21.65;515.91;2.96
18912;1033379;PAGO;2023-06-01;2515.33;248.78;3974.32;3.69
19079;30690435;PAGO;2023-06-01;238.78;26.53;364.83;4.21
19057;21175501;PAGO;2023-06-01;1587.59;157;2018.74;4.17
19098;40842209;PAGO;2023-06-01;391.61;43.5;230.74;6.53
19065;1450352;PAGO;2023-06-01;2267.87;224.3;3520.95;3.73
18586;1309307;PAGO;2023-06-01;1211.66;119.83;1135.2;4.86
19070;18101424;PAGO;2023-06-01;658.51;73.16;224.9;7.65
19111;24212734;PAGO;2023-06-01;1157.83;128.65;2791.07;3.16
19101;7266294;PAGO;2023-06-01;1411.55;139.61;404.06;7.14
19408;55494290;PAGO;2023-06-01;402.43;71;227.8;10.13
19188;936184539;PAGO;2023-06-01;439.41;48.83;296.04;6.23
18784;923147192;PAGO;2023-06-01;118.69;13.17;130.46;5.02
19851;3937747;PAGO;2023-06-01;1341.61;177.76;2084.97;4.93
19854;4843460;PAGO;2023-06-01;3156.43;418.23;3512.29;5.9
20495;7174730;PAGO;2023-06-01;1779.3;313.99;0;15
19850;9626069;PAGO;2023-06-01;2749.33;364.28;2856.56;6.1
18697;34918132;PAGO;2023-06-01;4912.43;485.84;1643.46;6.9
18946;31625509;PAGO;2023-06-01;5190.82;810.12;9793.26;5.13
18582;536547;PAGO;2023-06-01;2108.58;208.54;768.99;6.76
19018;4000884389;PAGO;2023-06-01;5468.67;853.5;3047.17;9.11
19201;337048;PAGO;2023-06-01;1117.01;124.11;0;10
19264;48305520;PAGO;2023-06-01;2864.87;283.33;0;9
18764;935132968;PAGO;2023-06-01;988.78;97.77;475.74;6.26
18889;22634054;PAGO;2023-06-01;2162.74;213.88;6401.36;2.44
19277;28210442;PAGO;2023-06-01;1415.27;139.97;0;9
19431;31376215;PAGO;2023-06-01;114.56;12.73;0;10
19344;10402867;PAGO;2023-06-01;552.39;61.37;1682.13;2.67
19168;948214563;PAGO;2023-06-01;614.07;68.21;363.26;6.52
19392;31111110;PAGO;2023-06-01;701.24;109.43;0;13.5
19182;935047307;PAGO;2023-06-01;461.8;51.31;297.41;6.33
19329;6005306;PAGO;2023-06-01;176.7;19.64;0;10
19225;20319119;PAGO;2023-06-01;5976.95;60.38;9898.25;0.38
18480;40801022;PAGO;2023-06-01;1046.76;103.52;550;6.09
18890;1395378;PAGO;2023-06-01;1600.46;158.28;634.38;6.61
18959;27296601;PAGO;2023-06-01;227.96;0;189.87;0
19086;6319297;PAGO;2023-06-01;2036.58;201.43;6408.28;2.33
18615;45862494;PAGO;2023-06-01;1466.98;194.38;903.5;7.58
19267;4653998;PAGO;2023-06-01;2244.16;221.93;0;9
18908;9175091;PAGO;2023-06-01;5085.15;502.93;6781.97;4.07
19382;25486136;PAGO;2023-06-01;3732.43;658.66;0;15
19170;947728282;PAGO;2023-06-01;318.51;35.39;243.72;5.92
19400;49361335;PAGO;2023-06-01;1965.85;306.81;897.11;9.68
19145;47708;VENCIDO;2023-06-01;961.79;106.86;324.37;7.67
18564;73618373;PAGO;2023-06-01;689.67;76.63;668.22;5.34
19011;4000789025;PAGO;2023-06-01;1312.4;204.83;283.49;11.37
18778;935140441;PAGO;2023-06-01;588.88;65.43;317.73;6.73
19380;42757355;PAGO;2023-06-01;3048.56;537.98;0;15
19379;53687159;PAGO;2023-06-01;2315.86;257.31;874.8;7.46
19512;105912832;PAGO;2023-06-01;736.19;-10.91;420.98;-0.95
19176;935046978;PAGO;2023-06-01;734.97;81.66;400.64;6.71
19546;18287960;PAGO;2023-06-01;341.19;37.91;9565.87;0.38
18505;47461227;PAGO;2023-06-01;170.33;18.92;518.11;2.67
18917;729485;PAGO;2023-06-01;1160.5;128.93;3451.81;2.72
19042;3491722;PAGO;2023-06-01;144.33;16.03;214.33;4.28
19010;2092387;PAGO;2023-06-01;3662.83;571.66;542.69;11.97
19078;31848571;PAGO;2023-06-01;1829.5;180.93;2919.8;3.67
19387;41341805;VENCIDO;2023-06-01;1680.82;296.61;0;15
19383;4996631;PAGO;2023-06-01;469.28;82.81;326.4;9.43
19428;37141961;PAGO;2023-06-01;2416.28;268.47;0;10
19420;29321441;PAGO;2023-06-01;449.42;49.93;0;10
19399;6170390;PAGO;2023-06-01;1014.89;158.4;435.64;9.85
19409;56055690;PAGO;2023-06-01;425.97;75.17;508.87;7.44
19577;11432611;PAGO;2023-06-01;1202.36;118.9;3804;2.32
19531;24642151;PAGO;2023-06-01;1136.89;112.45;1602.83;3.94
19337;55461988;PAGO;2023-06-01;847.95;94.21;278.92;7.72
20490;4446437;PAGO;2023-06-01;2716.47;479.38;2186.42;8.91
18591;50432661;PAGO;2023-06-01;777.89;86.44;394.94;6.86
18598;46336690;PAGO;2023-06-01;170.33;18.93;1441.32;1.16
19030;18519151;PAGO;2023-06-01;1136.89;112.44;1256.08;4.49
19090;56823158;PAGO;2023-06-01;1311.78;129.73;817.57;5.74
19027;26175011;PAGO;2023-06-01;301.4;33.49;817.45;2.91
19127;30930;PAGO;2023-06-01;8845.29;982.81;2215.03;8.16
19134;68764;PAGO;2023-06-01;685.37;1119.91;244.72;54.63
19249;18364425;PAGO;2023-06-01;989.31;97.83;4698.73;1.69
19235;5188164;PAGO;2023-06-01;281.23;31.24;228.84;5.77
19256;6286470;PAGO;2023-06-01;4100.95;405.58;0;9
19352;93484402;PAGO;2023-06-01;419.48;46.6;293.39;6.14
19516;90218060;PAGO;2023-06-01;327.64;14.71;0;4.3
19186;935048750;PAGO;2023-06-01;2001.86;197.98;785.46;6.63
19569;7994966;VENCIDO;2023-06-01;628.19;110.85;0;15
19526;26644658;PAGO;2023-06-01;2464.25;243.72;2179.66;4.99
18915;28642687;PAGO;2023-06-01;483.42;53.71;0;10
18995;8266115;PAGO;2023-06-01;9257.28;1444.77;3364.42;10.27
19097;18047772;PAGO;2023-06-01;341.19;37.91;12466.41;0.3
19222;4100913;PAGO;2023-06-01;1768.59;196.5;0;10
18577;100340920;PAGO;2023-06-01;854.26;94.92;424.55;6.91
19317;43995758;PAGO;2023-06-01;4958.55;490.4;0;9
19523;7741430;PAGO;2023-06-01;326.35;36.25;551.54;3.97
19604;55834873;PAGO;2023-06-01;1429.83;141.4;1212.08;5.08
19513;73580821;PAGO;2023-06-01;657.73;-1.39;296.04;-0.15
18657;103739068;PAGO;2023-06-01;305.59;33.96;204.69;6.24
18934;32786956;PAGO;2023-06-01;5680.17;886.49;1784.09;10.62
19050;54471467;PAGO;2023-06-01;480.23;53.34;1002.7;3.47
18964;2540746;PAGO;2023-06-01;2187.28;341.37;1368.84;8.76
18575;64788024;PAGO;2023-06-01;636.85;70.77;250.33;7.39
19350;34801880;PAGO;2023-06-01;4732.23;525.8;2246.83;7.01
19301;4002230088;PAGO;2023-06-01;1820.05;;1607.18;
20334;1686;PAGO;2023-06-01;1711.86;169.3;476.71;7.18
19151;91146;PAGO;2023-06-01;123.26;13.69;1037.83;1.17
19016;4669398;PAGO;2023-06-01;1053.94;164.48;236.48;11.31
18952;4000721045;PAGO;2023-06-01;4335.24;676.6;1840.1;9.87
19106;25019075;PAGO;2023-06-01;3722.83;368.18;2717.23;5.41
18939;41709705;PAGO;2023-06-01;1391.87;217.23;648.75;9.62
18840;949168636;PAGO;2023-06-01;1609.65;159.18;678.55;6.5
19260;51950720;PAGO;2023-06-01;1542.96;152.59;0;9
19261;51645294;PAGO;2023-06-01;1001.11;99;0;9
19479;4859170;PAGO;2023-06-01;512.06;56.9;1052.55;3.51
18477;897493;PAGO;2023-06-01;4635.05;458.41;1183.08;7.3
19818;12396249;PAGO;2023-06-01;1541.89;171.32;0;10
20416;4000456462;PAGO;2023-06-01;160.95;28.41;127.25;8.97
20485;4145135;PAGO;2023-06-01;2361.98;416.81;401.3;13.11
18513;43893033;PAGO;2023-06-01;40;1.45;1678.55;0.08
18509;23779;PAGO;2023-06-01;170.33;18.93;501.77;2.74
18913;2421852;PAGO;2023-06-01;2526.95;249.92;577.31;7.45
18978;4002304037;PAGO;2023-06-01;1719.46;268.35;319.78;11.63
18949;9176993;PAGO;2023-06-01;1010.39;157.68;231.83;11.26
19125;50220923;PAGO;2023-06-01;19.17;0.87;6799.96;0.01
18568;36056766;PAGO;2023-06-01;222.03;24.67;638.1;2.79
18765;935140201;PAGO;2023-06-01;641.48;71.28;332;6.82
19356;72786221;PAGO;2023-06-01;1986.45;220.72;1017.15;6.85
19300;9119043;PAGO;2023-06-01;1079.8;;283.08;
19166;948353643;PAGO;2023-06-01;1569.46;155.21;653.25;6.53
19190;935021096;PAGO;2023-06-01;3162.11;312.73;627.73;7.62
19624;106798952;PAGO;2023-06-01;2065.94;229.54;854.53;7.29
18748;32385079;PAGO;2023-06-01;1378.29;136.31;795.77;5.9
18894;23734150;PAGO;2023-06-01;1563.43;154.63;539.38;6.85
19060;44100762;PAGO;2023-06-01;1409.99;139.45;2434.76;3.5
19049;9480897;PAGO;2023-06-01;1065.54;105.37;355.55;6.9
19006;30116228;PAGO;2023-06-01;748.48;116.8;196.03;11.01
19056;9676074;PAGO;2023-06-01;766.22;85.13;971.74;4.67
19498;92694853;PAGO;2023-06-01;4845.32;-17.39;2249.86;-0.25
19403;56446400;PAGO;2023-06-01;548.27;96.74;759.51;6.89
19547;64544710;PAGO;2023-06-01;430.75;64.35;224.31;8.94
19582;947922752;PAGO;2023-06-01;862.59;95.84;525.08;6.46
19709;22744780;PAGO;2023-06-01;1653.44;183.71;1024.85;6.42
19506;887978;PAGO;2023-06-01;544.22;0.45;229.73;0.06
19853;45387640;PAGO;2023-06-01;1344.73;178.18;0;11.7
18592;47065186;PAGO;2023-06-01;2991.07;295.83;991.52;6.91
18574;54440211;PAGO;2023-06-01;610.7;67.85;281.5;7.07
18954;4000504309;PAGO;2023-06-01;4056.73;633.13;6118.57;5.86
19202;9270;VENCIDO;2023-06-01;417.21;46.35;0;10
19385;4000770914;PAGO;2023-06-01;157.57;27.79;126.39;8.91
19398;4646193;PAGO;2023-06-01;867.49;135.39;580.55;8.55
18483;45958698;PAGO;2023-06-01;2626.24;259.74;458.56;7.77
18879;52289904;PAGO;2023-06-01;615.54;68.38;2814.54;1.95
18875;47234794;PAGO;2023-06-01;166.62;18.52;820.41;1.84
19075;54328613;PAGO;2023-06-01;238.78;26.53;398.2;4
19094;9974997;PAGO;2023-06-01;1311.77;129.73;2870.32;3.01
18618;98602853;PAGO;2023-06-01;5726.05;758.72;2267.56;8.67
19192;927851591;PAGO;2023-06-01;722.65;80.3;1118.68;4.18
19026;48401635;PAGO;2023-06-01;8269.27;212.03;41142.96;0.43
25123;54137850;VENCIDO;2023-06-01;2888.22;320.91;0;10
18518;52005841;PAGO;2023-06-01;751.13;74.29;612.48;5.17
18605;2859858;PAGO;2023-06-01;386.3;42.93;752.18;3.63
18706;17559898;PAGO;2023-06-01;1975.35;195.35;725.1;6.75
19088;54387946;PAGO;2023-06-01;270.1;29.99;166.36;6.43
19455;85027049;PAGO;2023-06-01;1797.66;199.74;0;10
18983;10588396;PAGO;2023-06-01;1589.55;248.08;303.66;11.59
20444;301760;PAGO;2023-06-01;734.36;81.6;0;10
18487;50143279;PAGO;2023-06-01;1043.33;103.18;3795.31;2.09
18741;87210398;PAGO;2023-06-01;788.33;104.45;537.04;7.31
19031;42845370;PAGO;2023-06-01;2858.59;282.72;3309.97;4.38
19159;1237527;PAGO;2023-06-01;1075.74;106.38;0;9
19270;40461442;PAGO;2023-06-01;2934.07;290.18;0;9
18891;24711366;PAGO;2023-06-01;1476.52;146.02;4240.31;2.49
19230;54608845;PAGO;2023-06-01;8724.99;88.13;17888.66;0.33
19549;96225190;PAGO;2023-06-01;2924.78;289.26;1036.86;6.8
18779;935134113;PAGO;2023-06-01;1241.2;122.74;552.9;6.4
19339;4885090;PAGO;2023-06-01;249.94;27.76;0;10
19500;50877658;PAGO;2023-06-01;1117.84;-0.59;486.06;-0.04
19530;31573017;PAGO;2023-06-01;1651.42;163.33;1196.76;5.42
18704;92652247;PAGO;2023-06-01;2680.44;265.11;1030.36;6.67
18831;9325423;PAGO;2023-06-01;469.08;52.12;181.83;7.41
19001;2507374;PAGO;2023-06-01;3997.34;623.84;2403.96;8.88
19085;26930952;PAGO;2023-06-01;4212.14;416.56;10451.83;2.76
19443;68315953;PAGO;2023-06-01;2056.74;228.53;0;10
19465;106525697;PAGO;2023-06-01;1584.37;236.73;621.53;9.69
19342;49394179;PAGO;2023-06-01;19.17;0.87;7386.96;0.01
19852;47791103;PAGO;2023-06-01;1249.47;165.55;721.25;7.75
18700;67296890;PAGO;2023-06-01;5681.82;561.93;1932.86;6.87
18858;20132884;PAGO;2023-06-01;245.71;27.27;130.93;6.75
19053;40465103;PAGO;2023-06-01;1162.12;114.93;1025.3;4.99
19236;4837118;PAGO;2023-06-01;1252.72;123.88;3307.3;2.64
19364;89203275;PAGO;2023-06-01;1364.59;134.95;525.75;6.66
19023;53128971;PAGO;2023-06-01;12439.63;318.97;6720.37;1.64
19272;30991583;PAGO;2023-06-01;582.61;64.73;0;10
18506;53059651;PAGO;2023-06-01;170.33;18.92;877.33;1.77
18761;26805359;PAGO;2023-06-01;313.81;34.86;1176.93;2.29
18910;2396688;PAGO;2023-06-01;1152.93;114.01;2752.86;2.84
19069;1440667;PAGO;2023-06-01;651.05;72.34;377.51;6.57
18999;29525055;PAGO;2023-06-01;222.61;15.48;129.3;4.21
19076;42157627;PAGO;2023-06-01;931.93;92.16;3078.94;2.25
18767;935096551;PAGO;2023-06-01;1239.3;137.7;556.54;7.12
19386;8837708;PAGO;2023-06-01;4025.8;710.44;1525.02;11.35
19424;94126283;PAGO;2023-06-01;856.54;95.17;0;10
19446;92661149;PAGO;2023-06-01;2026.19;225.14;0;10
19571;51192893;PAGO;2023-06-01;1946.52;192.5;717.19;6.74
18787;935081801;PAGO;2023-06-01;432.71;48.06;211.08;6.95
18478;1131729;PAGO;2023-06-01;341.18;37.91;11477.3;0.32
18519;32263330;PAGO;2023-06-01;344.37;38.25;222.51;6.32
18822;921750880;PAGO;2023-06-01;2287.1;226.2;7703.54;2.21
18967;9314504;PAGO;2023-06-01;877.28;95.85;210.93;8.1
19150;326941;PAGO;2023-06-01;836.47;92.94;394.06;7.02
18956;4001535003;PAGO;2023-06-01;1193.53;186.27;781.8;8.62
19005;37204556;PAGO;2023-06-01;1372.53;214.21;385.19;10.86
19220;369608;PAGO;2023-06-01;520.56;57.83;0;10
19205;92134;VENCIDO;2023-06-01;441.44;49.05;564.86;4.65
19438;96390280;PAGO;2023-06-01;4387.23;487.47;0;10
19576;49170050;PAGO;2023-06-01;1972.26;195.06;8368.46;1.85
18676;109427351;PAGO;2023-06-01;1929.72;190.85;807.21;6.52
18998;8534217;PAGO;2023-06-01;1252.98;195.54;8685.78;1.93
18981;2168499;PAGO;2023-06-01;2020.09;315.27;338.99;11.79
18899;23837110;PAGO;2023-06-01;2742.71;271.25;8172.66;2.42
19453;3041220;PAGO;2023-06-01;7812.78;868.08;0;10
19393;28575661;PAGO;2023-06-01;225.68;0.32;0;0.14
19184;924300022;PAGO;2023-06-01;6664.36;659.11;3090.69;6.33
19391;916471;PAGO;2023-06-01;1635.01;255.17;0;13.5
19499;1515411;PAGO;2023-06-01;1121.11;6.97;415.23;0.45
20492;6199925;PAGO;2023-06-01;2169.11;382.77;547.53;12.35
18490;27570518;PAGO;2023-06-01;238.78;26.53;892.94;2.29
18502;1600885;PAGO;2023-06-01;784.8;87.2;2291.7;2.76
18749;32007066;PAGO;2023-06-01;1608.47;159.07;897.26;5.97
19083;25032551;PAGO;2023-06-01;1667.47;164.91;2826.87;3.54
18994;21148554;PAGO;2023-06-01;13448.8;2098.94;5293.35;10.07
18955;16850165;PAGO;2023-06-01;4574.35;713.92;667.1;11.99
19046;29917000;PAGO;2023-06-01;1594.55;157.69;1972.25;4.23
19087;11516904;PAGO;2023-06-01;204.3;22.69;157.13;5.91
19104;22962752;PAGO;2023-06-01;2070.92;204.81;552.09;7.24
19139;220434;PAGO;2023-06-01;411.02;1090.01;1674.97;34.32
18837;947785621;PAGO;2023-06-01;1284.78;127.05;566.23;6.42
19377;77186036;PAGO;2023-06-01;377.9;41.99;399.99;5.12
19488;25991036;PAGO;2023-06-01;1449.69;143.38;681.16;6.3
19492;93851090;PAGO;2023-06-01;812.11;25.97;100.56;2.77
19395;50322114;PAGO;2023-06-01;755.31;117.87;426.63;9.07
19525;19662624;PAGO;2023-06-01;6675.42;660.2;1582.37;7.4
20792;34694951;PAGO;2023-06-01;215.29;37.99;0;15
18607;51468163;PAGO;2023-06-01;427.16;47.45;244.07;6.6
18758;108742466;PAGO;2023-06-01;191.26;21.25;334.37;3.89
18675;102664625;PAGO;2023-06-01;4590.09;453.97;6894.78;3.8
18656;55885497;PAGO;2023-06-01;700.86;77.87;739.38;5.13
18827;92518330;VENCIDO;2023-06-01;29.26;0;87.82;0
18570;92135722;PAGO;2023-06-01;103.58;11.51;107;5.18
19040;54255071;PAGO;2023-06-01;364.04;40.45;442.37;4.78
18948;36377015;PAGO;2023-06-01;2127.88;332.1;834.85;10.08
18812;935498419;PAGO;2023-06-01;233.99;26;286.96;4.75
